,value2,value,count,raw_left_value,raw_left_value2,variable,variable2
62,-2.085 - -1.14,0.7452 - 1.328,0.01671747881169317,0.7452,-2.085,80+,d1PHHS
63,-1.14 - -0.1949,0.7452 - 1.328,0.005572492937231056,0.7452,-1.14,80+,d1PHHS
64,-0.1949 - 0.7502,0.7452 - 1.328,0.01671747881169317,0.7452,-0.1949,80+,d1PHHS
66,1.695 - 2.64,0.7452 - 1.328,0.0055724929372310515,0.7452,1.695,80+,d1PHHS
67,2.64 - 3.586,0.7452 - 1.328,0.00557249293723106,0.7452,2.64,80+,d1PHHS
68,3.586 - 4.531,0.7452 - 1.328,0.00557249293723106,0.7452,3.586,80+,d1PHHS
70,-3.975 - -3.03,1.328 - 1.91,0.005572492937231056,1.328,-3.975,80+,d1PHHS
71,-3.03 - -2.085,1.328 - 1.91,0.005572492937231056,1.328,-3.03,80+,d1PHHS
92,-2.085 - -1.14,2.493 - 3.075,0.005572492937231051,2.493,-2.085,80+,d1PHHS
93,-1.14 - -0.1949,2.493 - 3.075,0.005572492937231051,2.493,-1.14,80+,d1PHHS
4,-1.878 - -1.161,-2.75 - -2.167,0.007350825287077824,-2.75,-1.878,80+,d2PHHS
10,-4.743 - -4.027,-2.167 - -1.585,0.00735082528707782,-2.167,-4.743,80+,d2PHHS
21,-4.027 - -3.311,-1.585 - -1.002,0.01470165057415564,-1.585,-4.027,80+,d2PHHS
22,-3.311 - -2.594,-1.585 - -1.002,0.022052475861233458,-1.585,-3.311,80+,d2PHHS
31,-4.027 - -3.311,-1.002 - -0.4197,0.014701650574155649,-1.002,-4.027,80+,d2PHHS
32,-3.311 - -2.594,-1.002 - -0.4197,0.044104951722466944,-1.002,-3.311,80+,d2PHHS
33,-2.594 - -1.878,-1.002 - -0.4197,0.014701650574155649,-1.002,-2.594,80+,d2PHHS
40,-4.743 - -4.027,-0.4197 - 0.1627,0.014701650574155649,-0.4197,-4.743,80+,d2PHHS
41,-4.027 - -3.311,-0.4197 - 0.1627,0.029403301148311297,-0.4197,-4.027,80+,d2PHHS
42,-3.311 - -2.594,-0.4197 - 0.1627,0.05145577700954477,-0.4197,-3.311,80+,d2PHHS
43,-2.594 - -1.878,-0.4197 - 0.1627,0.03675412643538912,-0.4197,-2.594,80+,d2PHHS
44,-1.878 - -1.161,-0.4197 - 0.1627,0.014701650574155649,-0.4197,-1.878,80+,d2PHHS
45,-1.161 - -0.4448,-0.4197 - 0.1627,0.007350825287077824,-0.4197,-1.161,80+,d2PHHS
50,-4.743 - -4.027,0.1627 - 0.7452,0.014701650574155631,0.1627,-4.743,80+,d2PHHS
51,-4.027 - -3.311,0.1627 - 0.7452,0.014701650574155631,0.1627,-4.027,80+,d2PHHS
52,-3.311 - -2.594,0.1627 - 0.7452,0.07350825287077815,0.1627,-3.311,80+,d2PHHS
53,-2.594 - -1.878,0.1627 - 0.7452,0.08820990344493378,0.1627,-2.594,80+,d2PHHS
54,-1.878 - -1.161,0.1627 - 0.7452,0.1029115540190894,0.1627,-1.878,80+,d2PHHS
55,-1.161 - -0.4448,0.1627 - 0.7452,0.029403301148311262,0.1627,-1.161,80+,d2PHHS
56,-0.4448 - 0.2717,0.1627 - 0.7452,0.007350825287077809,0.1627,-0.4448,80+,d2PHHS
60,-4.743 - -4.027,0.7452 - 1.328,0.007350825287077824,0.7452,-4.743,80+,d2PHHS
61,-4.027 - -3.311,0.7452 - 1.328,0.007350825287077824,0.7452,-4.027,80+,d2PHHS
62,-3.311 - -2.594,0.7452 - 1.328,0.058806602296622594,0.7452,-3.311,80+,d2PHHS
63,-2.594 - -1.878,0.7452 - 1.328,0.22787558389941254,0.7452,-2.594,80+,d2PHHS
64,-1.878 - -1.161,0.7452 - 1.328,0.29403301148311295,0.7452,-1.878,80+,d2PHHS
65,-1.161 - -0.4448,0.7452 - 1.328,0.13966568045447866,0.7452,-1.161,80+,d2PHHS
66,-0.4448 - 0.2717,0.7452 - 1.328,0.04410495172246691,0.7452,-0.4448,80+,d2PHHS
73,-2.594 - -1.878,1.328 - 1.91,0.044104951722466944,1.328,-2.594,80+,d2PHHS
74,-1.878 - -1.161,1.328 - 1.91,0.19112145746402343,1.328,-1.878,80+,d2PHHS
75,-1.161 - -0.4448,1.328 - 1.91,0.23522640918649038,1.328,-1.161,80+,d2PHHS
76,-0.4448 - 0.2717,1.328 - 1.91,0.16171815631571201,1.328,-0.4448,80+,d2PHHS
77,0.2717 - 0.9881,1.328 - 1.91,0.02205247586123349,1.328,0.2717,80+,d2PHHS
78,0.9881 - 1.705,1.328 - 1.91,0.02205247586123349,1.328,0.9881,80+,d2PHHS
85,-1.161 - -0.4448,1.91 - 2.493,0.058806602296622594,1.91,-1.161,80+,d2PHHS
86,-0.4448 - 0.2717,1.91 - 2.493,0.10291155401908945,1.91,-0.4448,80+,d2PHHS
87,0.2717 - 0.9881,1.91 - 2.493,0.10291155401908962,1.91,0.2717,80+,d2PHHS
88,0.9881 - 1.705,1.91 - 2.493,0.029403301148311318,1.91,0.9881,80+,d2PHHS
89,1.705 - 2.421,1.91 - 2.493,0.014701650574155636,1.91,1.705,80+,d2PHHS
97,0.2717 - 0.9881,2.493 - 3.075,0.007350825287077821,2.493,0.2717,80+,d2PHHS
99,1.705 - 2.421,2.493 - 3.075,0.014701650574155617,2.493,1.705,80+,d2PHHS
4,-3.724 - -2.688,-2.75 - -2.167,0.0050830635475465295,-2.75,-3.724,80+,d3PHHS
40,-7.868 - -6.832,-0.4197 - 0.1627,0.0050830635475465295,-0.4197,-7.868,80+,d3PHHS
50,-7.868 - -6.832,0.1627 - 0.7452,0.005083063547546534,0.1627,-7.868,80+,d3PHHS
52,-5.796 - -4.76,0.1627 - 0.7452,0.010166127095093068,0.1627,-5.796,80+,d3PHHS
53,-4.76 - -3.724,0.1627 - 0.7452,0.005083063547546534,0.1627,-4.76,80+,d3PHHS
56,-1.652 - -0.6155,0.1627 - 0.7452,0.00508306354754653,0.1627,-1.652,80+,d3PHHS
57,-0.6155 - 0.4206,0.1627 - 0.7452,0.005083063547546538,0.1627,-0.6155,80+,d3PHHS
59,1.457 - 2.493,0.1627 - 0.7452,0.01016612709509306,0.1627,1.457,80+,d3PHHS
61,-6.832 - -5.796,0.7452 - 1.328,0.010166127095093059,0.7452,-6.832,80+,d3PHHS
62,-5.796 - -4.76,0.7452 - 1.328,0.040664508380372236,0.7452,-5.796,80+,d3PHHS
63,-4.76 - -3.724,0.7452 - 1.328,0.03049838128527918,0.7452,-4.76,80+,d3PHHS
64,-3.724 - -2.688,0.7452 - 1.328,0.02541531773773265,0.7452,-3.724,80+,d3PHHS
65,-2.688 - -1.652,0.7452 - 1.328,0.05591369902301182,0.7452,-2.688,80+,d3PHHS
66,-1.652 - -0.6155,0.7452 - 1.328,0.08641208030829094,0.7452,-1.652,80+,d3PHHS
67,-0.6155 - 0.4206,0.7452 - 1.328,0.0609967625705584,0.7452,-0.6155,80+,d3PHHS
68,0.4206 - 1.457,0.7452 - 1.328,0.035581444832825736,0.7452,0.4206,80+,d3PHHS
69,1.457 - 2.493,0.7452 - 1.328,0.010166127095093052,0.7452,1.457,80+,d3PHHS
70,-7.868 - -6.832,1.328 - 1.91,0.010166127095093059,1.328,-7.868,80+,d3PHHS
71,-6.832 - -5.796,1.328 - 1.91,0.040664508380372236,1.328,-6.832,80+,d3PHHS
72,-5.796 - -4.76,1.328 - 1.91,0.06607982611810488,1.328,-5.796,80+,d3PHHS
73,-4.76 - -3.724,1.328 - 1.91,0.09657820740338408,1.328,-4.76,80+,d3PHHS
74,-3.724 - -2.688,1.328 - 1.91,0.19315641480676815,1.328,-3.724,80+,d3PHHS
75,-2.688 - -1.652,1.328 - 1.91,0.17790722416412852,1.328,-2.688,80+,d3PHHS
76,-1.652 - -0.6155,1.328 - 1.91,0.11182739804602357,1.328,-1.652,80+,d3PHHS
77,-0.6155 - 0.4206,1.328 - 1.91,0.02541531773773267,1.328,-0.6155,80+,d3PHHS
80,-7.868 - -6.832,1.91 - 2.493,0.0050830635475465295,1.91,-7.868,80+,d3PHHS
81,-6.832 - -5.796,1.91 - 2.493,0.0050830635475465295,1.91,-6.832,80+,d3PHHS
82,-5.796 - -4.76,1.91 - 2.493,0.0508306354754653,1.91,-5.796,80+,d3PHHS
83,-4.76 - -3.724,1.91 - 2.493,0.10674433449847712,1.91,-4.76,80+,d3PHHS
84,-3.724 - -2.688,1.91 - 2.493,0.14740884287884937,1.91,-3.724,80+,d3PHHS
85,-2.688 - -1.652,1.91 - 2.493,0.086412080308291,1.91,-2.688,80+,d3PHHS
86,-1.652 - -0.6155,1.91 - 2.493,0.015249190642639576,1.91,-1.652,80+,d3PHHS
90,-7.868 - -6.832,2.493 - 3.075,0.0050830635475465295,2.493,-7.868,80+,d3PHHS
92,-5.796 - -4.76,2.493 - 3.075,0.0050830635475465295,2.493,-5.796,80+,d3PHHS
93,-4.76 - -3.724,2.493 - 3.075,0.04574757192791877,2.493,-4.76,80+,d3PHHS
94,-3.724 - -2.688,2.493 - 3.075,0.0508306354754653,2.493,-3.724,80+,d3PHHS
95,-2.688 - -1.652,2.493 - 3.075,0.0050830635475465295,2.493,-2.688,80+,d3PHHS
4,-1.845 - -1.097,-2.75 - -2.167,0.007042665641335741,-2.75,-1.845,80+,d4PHHS
22,-3.34 - -2.592,-1.585 - -1.002,0.007042665641335745,-1.585,-3.34,80+,d4PHHS
30,-4.836 - -4.088,-1.002 - -0.4197,0.014085331282671481,-1.002,-4.836,80+,d4PHHS
31,-4.088 - -3.34,-1.002 - -0.4197,0.007042665641335741,-1.002,-4.088,80+,d4PHHS
32,-3.34 - -2.592,-1.002 - -0.4197,0.007042665641335741,-1.002,-3.34,80+,d4PHHS
33,-2.592 - -1.845,-1.002 - -0.4197,0.007042665641335741,-1.002,-2.592,80+,d4PHHS
34,-1.845 - -1.097,-1.002 - -0.4197,0.007042665641335741,-1.002,-1.845,80+,d4PHHS
37,0.3988 - 1.147,-1.002 - -0.4197,0.007042665641335747,-1.002,0.3988,80+,d4PHHS
39,1.894 - 2.642,-1.002 - -0.4197,0.01408533128267147,-1.002,1.894,80+,d4PHHS
40,-4.836 - -4.088,-0.4197 - 0.1627,0.014085331282671481,-0.4197,-4.836,80+,d4PHHS
41,-4.088 - -3.34,-0.4197 - 0.1627,0.007042665641335741,-0.4197,-4.088,80+,d4PHHS
42,-3.34 - -2.592,-0.4197 - 0.1627,0.028170662565342963,-0.4197,-3.34,80+,d4PHHS
43,-2.592 - -1.845,-0.4197 - 0.1627,0.028170662565342963,-0.4197,-2.592,80+,d4PHHS
44,-1.845 - -1.097,-0.4197 - 0.1627,0.007042665641335741,-0.4197,-1.845,80+,d4PHHS
45,-1.097 - -0.349,-0.4197 - 0.1627,0.014085331282671481,-0.4197,-1.097,80+,d4PHHS
46,-0.349 - 0.3988,-0.4197 - 0.1627,0.01408533128267147,-0.4197,-0.349,80+,d4PHHS
47,0.3988 - 1.147,-0.4197 - 0.1627,0.028170662565342987,-0.4197,0.3988,80+,d4PHHS
48,1.147 - 1.894,-0.4197 - 0.1627,0.028170662565342987,-0.4197,1.147,80+,d4PHHS
49,1.894 - 2.642,-0.4197 - 0.1627,0.007042665641335735,-0.4197,1.894,80+,d4PHHS
50,-4.836 - -4.088,0.1627 - 0.7452,0.014085331282671499,0.1627,-4.836,80+,d4PHHS
51,-4.088 - -3.34,0.1627 - 0.7452,0.02112799692400725,0.1627,-4.088,80+,d4PHHS
52,-3.34 - -2.592,0.1627 - 0.7452,0.06338399077202174,0.1627,-3.34,80+,d4PHHS
53,-2.592 - -1.845,0.1627 - 0.7452,0.09155465333736473,0.1627,-2.592,80+,d4PHHS
54,-1.845 - -1.097,0.1627 - 0.7452,0.10563998462003625,0.1627,-1.845,80+,d4PHHS
55,-1.097 - -0.349,0.1627 - 0.7452,0.07746932205469323,0.1627,-1.097,80+,d4PHHS
56,-0.349 - 0.3988,0.1627 - 0.7452,0.08451198769602891,0.1627,-0.349,80+,d4PHHS
57,0.3988 - 1.147,0.1627 - 0.7452,0.06338399077202178,0.1627,0.3988,80+,d4PHHS
58,1.147 - 1.894,0.1627 - 0.7452,0.02112799692400726,0.1627,1.147,80+,d4PHHS
59,1.894 - 2.642,0.1627 - 0.7452,0.007042665641335743,0.1627,1.894,80+,d4PHHS
61,-4.088 - -3.34,0.7452 - 1.328,0.04225599384801445,0.7452,-4.088,80+,d4PHHS
62,-3.34 - -2.592,0.7452 - 1.328,0.04929865948935018,0.7452,-3.34,80+,d4PHHS
63,-2.592 - -1.845,0.7452 - 1.328,0.12676798154404334,0.7452,-2.592,80+,d4PHHS
64,-1.845 - -1.097,0.7452 - 1.328,0.20423730359873649,0.7452,-1.845,80+,d4PHHS
65,-1.097 - -0.349,0.7452 - 1.328,0.17606664103339353,0.7452,-1.097,80+,d4PHHS
66,-0.349 - 0.3988,0.7452 - 1.328,0.1197253159027075,0.7452,-0.349,80+,d4PHHS
67,0.3988 - 1.147,0.7452 - 1.328,0.028170662565342987,0.7452,0.3988,80+,d4PHHS
72,-3.34 - -2.592,1.328 - 1.91,0.056341325130685925,1.328,-3.34,80+,d4PHHS
73,-2.592 - -1.845,1.328 - 1.91,0.11972531590270759,1.328,-2.592,80+,d4PHHS
74,-1.845 - -1.097,1.328 - 1.91,0.13381064718537908,1.328,-1.845,80+,d4PHHS
75,-1.097 - -0.349,1.328 - 1.91,0.11268265026137185,1.328,-1.097,80+,d4PHHS
76,-0.349 - 0.3988,1.328 - 1.91,0.07746932205469308,1.328,-0.349,80+,d4PHHS
82,-3.34 - -2.592,1.91 - 2.493,0.028170662565342963,1.91,-3.34,80+,d4PHHS
83,-2.592 - -1.845,1.91 - 2.493,0.021127996924007224,1.91,-2.592,80+,d4PHHS
84,-1.845 - -1.097,1.91 - 2.493,0.0845119876960289,1.91,-1.845,80+,d4PHHS
85,-1.097 - -0.349,1.91 - 2.493,0.04929865948935018,1.91,-1.097,80+,d4PHHS
86,-0.349 - 0.3988,1.91 - 2.493,0.007042665641335735,1.91,-0.349,80+,d4PHHS
94,-1.845 - -1.097,2.493 - 3.075,0.03521332820667868,2.493,-1.845,80+,d4PHHS
95,-1.097 - -0.349,2.493 - 3.075,0.02112799692400721,2.493,-1.097,80+,d4PHHS
4,-0.08598 - 0.6993,-2.75 - -2.167,0.00670668365215164,-2.75,-0.08598,80+,d5PHHS
19,3.84 - 4.626,-2.167 - -1.585,0.006706683652151633,-2.167,3.84,80+,d5PHHS
23,-0.8712 - -0.08598,-1.585 - -1.002,0.020120050956454916,-1.585,-0.8712,80+,d5PHHS
24,-0.08598 - 0.6993,-1.585 - -1.002,0.08048020382581966,-1.585,-0.08598,80+,d5PHHS
25,0.6993 - 1.485,-1.585 - -1.002,0.07377352017366802,-1.585,0.6993,80+,d5PHHS
26,1.485 - 2.27,-1.585 - -1.002,0.046946785565061426,-1.585,1.485,80+,d5PHHS
27,2.27 - 3.055,-1.585 - -1.002,0.07377352017366809,-1.585,2.27,80+,d5PHHS
28,3.055 - 3.84,-1.585 - -1.002,0.013413367304303286,-1.585,3.055,80+,d5PHHS
29,3.84 - 4.626,-1.585 - -1.002,0.0201200509564549,-1.585,3.84,80+,d5PHHS
30,-3.227 - -2.442,-1.002 - -0.4197,0.00670668365215164,-1.002,-3.227,80+,d5PHHS
32,-1.657 - -0.8712,-1.002 - -0.4197,0.04024010191290984,-1.002,-1.657,80+,d5PHHS
33,-0.8712 - -0.08598,-1.002 - -0.4197,0.14084035669518444,-1.002,-0.8712,80+,d5PHHS
34,-0.08598 - 0.6993,-1.002 - -0.4197,0.20790719321670084,-1.002,-0.08598,80+,d5PHHS
35,0.6993 - 1.485,-1.002 - -0.4197,0.18108045860809427,-1.002,0.6993,80+,d5PHHS
36,1.485 - 2.27,-1.002 - -0.4197,0.1877871422602458,-1.002,1.485,80+,d5PHHS
37,2.27 - 3.055,-1.002 - -0.4197,0.04024010191290987,-1.002,2.27,80+,d5PHHS
38,3.055 - 3.84,-1.002 - -0.4197,0.03353341826075823,-1.002,3.055,80+,d5PHHS
40,-3.227 - -2.442,-0.4197 - 0.1627,0.01341336730430328,-0.4197,-3.227,80+,d5PHHS
41,-2.442 - -1.657,-0.4197 - 0.1627,0.02682673460860656,-0.4197,-2.442,80+,d5PHHS
42,-1.657 - -0.8712,-0.4197 - 0.1627,0.046946785565061475,-0.4197,-1.657,80+,d5PHHS
43,-0.8712 - -0.08598,-0.4197 - 0.1627,0.15425372399948772,-0.4197,-0.8712,80+,d5PHHS
44,-0.08598 - 0.6993,-0.4197 - 0.1627,0.1877871422602459,-0.4197,-0.08598,80+,d5PHHS
45,0.6993 - 1.485,-0.4197 - 0.1627,0.14754704034733607,-0.4197,0.6993,80+,d5PHHS
46,1.485 - 2.27,-0.4197 - 0.1627,0.04694678556506145,-0.4197,1.485,80+,d5PHHS
47,2.27 - 3.055,-0.4197 - 0.1627,0.006706683652151645,-0.4197,2.27,80+,d5PHHS
50,-3.227 - -2.442,0.1627 - 0.7452,0.013413367304303273,0.1627,-3.227,80+,d5PHHS
51,-2.442 - -1.657,0.1627 - 0.7452,0.006706683652151636,0.1627,-2.442,80+,d5PHHS
52,-1.657 - -0.8712,0.1627 - 0.7452,0.06036015286936473,0.1627,-1.657,80+,d5PHHS
53,-0.8712 - -0.08598,0.1627 - 0.7452,0.04024010191290982,0.1627,-0.8712,80+,d5PHHS
54,-0.08598 - 0.6993,0.1627 - 0.7452,0.06706683652151636,0.1627,-0.08598,80+,d5PHHS
55,0.6993 - 1.485,0.1627 - 0.7452,0.026826734608606545,0.1627,0.6993,80+,d5PHHS
56,1.485 - 2.27,0.1627 - 0.7452,0.006706683652151631,0.1627,1.485,80+,d5PHHS
61,-2.442 - -1.657,0.7452 - 1.328,0.01341336730430328,0.7452,-2.442,80+,d5PHHS
62,-1.657 - -0.8712,0.7452 - 1.328,0.04024010191290984,0.7452,-1.657,80+,d5PHHS
63,-0.8712 - -0.08598,0.7452 - 1.328,0.01341336730430328,0.7452,-0.8712,80+,d5PHHS
64,-0.08598 - 0.6993,0.7452 - 1.328,0.00670668365215164,0.7452,-0.08598,80+,d5PHHS
71,-2.442 - -1.657,1.328 - 1.91,0.00670668365215164,1.328,-2.442,80+,d5PHHS
72,-1.657 - -0.8712,1.328 - 1.91,0.02012005095645492,1.328,-1.657,80+,d5PHHS
81,-2.442 - -1.657,1.91 - 2.493,0.02012005095645492,1.91,-2.442,80+,d5PHHS
82,-1.657 - -0.8712,1.91 - 2.493,0.01341336730430328,1.91,-1.657,80+,d5PHHS
83,-0.8712 - -0.08598,1.91 - 2.493,0.00670668365215164,1.91,-0.8712,80+,d5PHHS
90,-3.227 - -2.442,2.493 - 3.075,0.00670668365215164,2.493,-3.227,80+,d5PHHS
92,-1.657 - -0.8712,2.493 - 3.075,0.00670668365215164,2.493,-1.657,80+,d5PHHS
3,1.052 - 1.824,-2.75 - -2.167,0.07502567493297631,-2.75,1.052,80+,d6+PHHS
4,1.824 - 2.596,-2.75 - -2.167,0.22507702479892897,-2.75,1.824,80+,d6+PHHS
5,2.596 - 3.368,-2.75 - -2.167,0.21143599299293328,-2.75,2.596,80+,d6+PHHS
6,3.368 - 4.141,-2.75 - -2.167,0.15687186576895035,-2.75,3.368,80+,d6+PHHS
7,4.141 - 4.913,-2.75 - -2.167,0.061384643126980665,-2.75,4.141,80+,d6+PHHS
8,4.913 - 5.685,-2.75 - -2.167,0.020461547708993555,-2.75,4.913,80+,d6+PHHS
9,5.685 - 6.457,-2.75 - -2.167,0.020461547708993524,-2.75,5.685,80+,d6+PHHS
10,-1.264 - -0.4923,-2.167 - -1.585,0.006820515902997847,-2.167,-1.264,80+,d6+PHHS
12,0.2798 - 1.052,-2.167 - -1.585,0.08184619083597416,-2.167,0.2798,80+,d6+PHHS
13,1.052 - 1.824,-2.167 - -1.585,0.18415392938094186,-2.167,1.052,80+,d6+PHHS
14,1.824 - 2.596,-2.167 - -1.585,0.2796411520229117,-2.167,1.824,80+,d6+PHHS
15,2.596 - 3.368,-2.167 - -1.585,0.2182565088959311,-2.167,2.596,80+,d6+PHHS
16,3.368 - 4.141,-2.167 - -1.585,0.11594877035096332,-2.167,3.368,80+,d6+PHHS
17,4.141 - 4.913,-2.167 - -1.585,0.061384643126980665,-2.167,4.141,80+,d6+PHHS
18,4.913 - 5.685,-2.167 - -1.585,0.027282063611991408,-2.167,4.913,80+,d6+PHHS
19,5.685 - 6.457,-2.167 - -1.585,0.0068205159029978415,-2.167,5.685,80+,d6+PHHS
20,-1.264 - -0.4923,-1.585 - -1.002,0.01364103180599569,-1.585,-1.264,80+,d6+PHHS
21,-0.4923 - 0.2798,-1.585 - -1.002,0.02728206361199138,-1.585,-0.4923,80+,d6+PHHS
22,0.2798 - 1.052,-1.585 - -1.002,0.06820515902997845,-1.585,0.2798,80+,d6+PHHS
23,1.052 - 1.824,-1.585 - -1.002,0.06138464312698061,-1.585,1.052,80+,d6+PHHS
24,1.824 - 2.596,-1.585 - -1.002,0.04774361132098491,-1.585,1.824,80+,d6+PHHS
25,2.596 - 3.368,-1.585 - -1.002,0.006820515902997845,-1.585,2.596,80+,d6+PHHS
26,3.368 - 4.141,-1.585 - -1.002,0.020461547708993517,-1.585,3.368,80+,d6+PHHS
31,-0.4923 - 0.2798,-1.002 - -0.4197,0.006820515902997849,-1.002,-0.4923,80+,d6+PHHS
32,0.2798 - 1.052,-1.002 - -0.4197,0.03410257951498924,-1.002,0.2798,80+,d6+PHHS
33,1.052 - 1.824,-1.002 - -0.4197,0.027282063611991397,-1.002,1.052,80+,d6+PHHS
34,1.824 - 2.596,-1.002 - -0.4197,0.013641031805995699,-1.002,1.824,80+,d6+PHHS
40,-1.264 - -0.4923,-0.4197 - 0.1627,0.006820515902997849,-0.4197,-1.264,80+,d6+PHHS
41,-0.4923 - 0.2798,-0.4197 - 0.1627,0.027282063611991397,-0.4197,-0.4923,80+,d6+PHHS
43,1.052 - 1.824,-0.4197 - 0.1627,0.027282063611991397,-0.4197,1.052,80+,d6+PHHS
51,-0.4923 - 0.2798,0.1627 - 0.7452,0.0068205159029978415,0.1627,-0.4923,80+,d6+PHHS
52,0.2798 - 1.052,0.1627 - 0.7452,0.027282063611991366,0.1627,0.2798,80+,d6+PHHS
61,-0.4923 - 0.2798,0.7452 - 1.328,0.006820515902997845,0.7452,-0.4923,80+,d6+PHHS
62,0.2798 - 1.052,0.7452 - 1.328,0.01364103180599569,0.7452,0.2798,80+,d6+PHHS
63,1.052 - 1.824,0.7452 - 1.328,0.006820515902997845,0.7452,1.052,80+,d6+PHHS
70,-1.264 - -0.4923,1.328 - 1.91,0.006820515902997849,1.328,-1.264,80+,d6+PHHS
72,0.2798 - 1.052,1.328 - 1.91,0.006820515902997849,1.328,0.2798,80+,d6+PHHS
90,-1.264 - -0.4923,2.493 - 3.075,0.006820515902997849,2.493,-1.264,80+,d6+PHHS
2,-1.279 - -0.4365,-2.75 - -2.167,0.00624791876520838,-2.75,-1.279,80+,dHHS
3,-0.4365 - 0.4065,-2.75 - -2.167,0.00624791876520838,-2.75,-0.4365,80+,dHHS
10,-2.965 - -2.122,-2.167 - -1.585,0.00624791876520838,-2.167,-2.965,80+,dHHS
11,-2.122 - -1.279,-2.167 - -1.585,0.00624791876520838,-2.167,-2.122,80+,dHHS
12,-1.279 - -0.4365,-2.167 - -1.585,0.01249583753041676,-2.167,-1.279,80+,dHHS
13,-0.4365 - 0.4065,-2.167 - -1.585,0.00624791876520838,-2.167,-0.4365,80+,dHHS
14,0.4065 - 1.249,-2.167 - -1.585,0.031239593826041894,-2.167,0.4065,80+,dHHS
16,2.092 - 2.935,-2.167 - -1.585,0.006247918765208374,-2.167,2.092,80+,dHHS
17,2.935 - 3.778,-2.167 - -1.585,0.037487512591250306,-2.167,2.935,80+,dHHS
18,3.778 - 4.621,-2.167 - -1.585,0.018743756295625153,-2.167,3.778,80+,dHHS
19,4.621 - 5.464,-2.167 - -1.585,0.018743756295625122,-2.167,4.621,80+,dHHS
21,-2.122 - -1.279,-1.585 - -1.002,0.00624791876520838,-1.585,-2.122,80+,dHHS
22,-1.279 - -0.4365,-1.585 - -1.002,0.01874375629562514,-1.585,-1.279,80+,dHHS
23,-0.4365 - 0.4065,-1.585 - -1.002,0.03748751259125028,-1.585,-0.4365,80+,dHHS
24,0.4065 - 1.249,-1.585 - -1.002,0.08122294394770893,-1.585,0.4065,80+,dHHS
25,1.249 - 2.092,-1.585 - -1.002,0.13745421283458434,-1.585,1.249,80+,dHHS
26,2.092 - 2.935,-1.585 - -1.002,0.13120629406937584,-1.585,2.092,80+,dHHS
27,2.935 - 3.778,-1.585 - -1.002,0.062479187652083844,-1.585,2.935,80+,dHHS
28,3.778 - 4.621,-1.585 - -1.002,0.024991675060833534,-1.585,3.778,80+,dHHS
29,4.621 - 5.464,-1.585 - -1.002,0.006247918765208374,-1.585,4.621,80+,dHHS
30,-2.965 - -2.122,-1.002 - -0.4197,0.01874375629562514,-1.002,-2.965,80+,dHHS
31,-2.122 - -1.279,-1.002 - -0.4197,0.01874375629562514,-1.002,-2.122,80+,dHHS
32,-1.279 - -0.4365,-1.002 - -0.4197,0.031239593826041894,-1.002,-1.279,80+,dHHS
33,-0.4365 - 0.4065,-1.002 - -0.4197,0.20618131925187652,-1.002,-0.4365,80+,dHHS
34,0.4065 - 1.249,-1.002 - -0.4197,0.24991675060833515,-1.002,0.4065,80+,dHHS
35,1.249 - 2.092,-1.002 - -0.4197,0.181189644191043,-1.002,1.249,80+,dHHS
36,2.092 - 2.935,-1.002 - -0.4197,0.11871045653895912,-1.002,2.092,80+,dHHS
37,2.935 - 3.778,-1.002 - -0.4197,0.012495837530416767,-1.002,2.935,80+,dHHS
40,-2.965 - -2.122,-0.4197 - 0.1627,0.00624791876520838,-0.4197,-2.965,80+,dHHS
41,-2.122 - -1.279,-0.4197 - 0.1627,0.01249583753041676,-0.4197,-2.122,80+,dHHS
42,-1.279 - -0.4365,-0.4197 - 0.1627,0.06247918765208379,-0.4197,-1.279,80+,dHHS
43,-0.4365 - 0.4065,-0.4197 - 0.1627,0.06872710641729217,-0.4197,-0.4365,80+,dHHS
44,0.4065 - 1.249,-0.4197 - 0.1627,0.13745421283458434,-0.4197,0.4065,80+,dHHS
45,1.249 - 2.092,-0.4197 - 0.1627,0.07497502518250056,-0.4197,1.249,80+,dHHS
46,2.092 - 2.935,-0.4197 - 0.1627,0.006247918765208374,-0.4197,2.092,80+,dHHS
52,-1.279 - -0.4365,0.1627 - 0.7452,0.04373543135645865,0.1627,-1.279,80+,dHHS
53,-0.4365 - 0.4065,0.1627 - 0.7452,0.01874375629562514,0.1627,-0.4365,80+,dHHS
54,0.4065 - 1.249,0.1627 - 0.7452,0.01874375629562514,0.1627,0.4065,80+,dHHS
55,1.249 - 2.092,0.1627 - 0.7452,0.00624791876520838,0.1627,1.249,80+,dHHS
56,2.092 - 2.935,0.1627 - 0.7452,0.006247918765208374,0.1627,2.092,80+,dHHS
61,-2.122 - -1.279,0.7452 - 1.328,0.01874375629562514,0.7452,-2.122,80+,dHHS
62,-1.279 - -0.4365,0.7452 - 1.328,0.01874375629562514,0.7452,-1.279,80+,dHHS
71,-2.122 - -1.279,1.328 - 1.91,0.00624791876520838,1.328,-2.122,80+,dHHS
72,-1.279 - -0.4365,1.328 - 1.91,0.01874375629562514,1.328,-1.279,80+,dHHS
83,-0.4365 - 0.4065,1.91 - 2.493,0.00624791876520838,1.91,-0.4365,80+,dHHS
90,-2.965 - -2.122,2.493 - 3.075,0.006247918765208373,2.493,-2.965,80+,dHHS
1,-1.899 - -1.262,-2.75 - -2.167,0.008268176860442416,-2.75,-1.899,80+,dCER
